subscription ID	Plan	Product	Interval	Amount	Status
sub_1Ok6AYI9Qa85Sr7ClCw6MRM2	price_1Nxx3xI9Qa85Sr7CRaEOofhv	Chat Elevate : 10k MAU	month	675	active
sub_1OfFlDI9Qa85Sr7Cy42IK5NM	price_1Nxx3xI9Qa85Sr7CRaEOofhv	Chat Elevate : 10k MAU	month	675	past_due
sub_1Oem2wI9Qa85Sr7ClHm7Vuug	price_1Nxx3xI9Qa85Sr7CRaEOofhv	Chat Elevate : 10k MAU	month	675	active
sub_1P3h2xI9Qa85Sr7CHdUei1AT	price_1OwD46I9Qa85Sr7CQ64w5FMW	Video : Quarterly	month	600	past_due
sub_1P0dvaI9Qa85Sr7CpNDERSug	price_1OwD46I9Qa85Sr7CQ64w5FMW	Video : Quarterly	month	600	active
sub_1P0dvOI9Qa85Sr7CHszyZ1ke	price_1OwD46I9Qa85Sr7CQ64w5FMW	Video : Quarterly	month	600	active
sub_1P0dvLI9Qa85Sr7CDLns5rXG	price_1OwD46I9Qa85Sr7CQ64w5FMW	Video : Quarterly	month	600	active
sub_1P0dvJI9Qa85Sr7Cqx9trll6	price_1OwD46I9Qa85Sr7CQ64w5FMW	Video : Quarterly	month	600	active
sub_1P0dvII9Qa85Sr7ClzUg7c4h	price_1OwD46I9Qa85Sr7CQ64w5FMW	Video : Quarterly	month	600	active
sub_1OmkZbI9Qa85Sr7CVOA1hwGP	price_1ONNtBI9Qa85Sr7CaHHltYSF	Chat Elevate : 10k MAU	month	599	active
sub_1OcyXEI9Qa85Sr7CPEsVkW5j	price_1P5ulgI9Qa85Sr7CAKPjR9TC	Chat Elevate : 10k MAU	month	500	active
sub_1Q55cDI9Qa85Sr7Cm4QPhkcl	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Q550dI9Qa85Sr7CCw7NP7Dt	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Q4vhtI9Qa85Sr7COwZ8OJcC	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Q3dq8I9Qa85Sr7CYD3Xz2ei	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Q3Z5hI9Qa85Sr7CBpJMY6DQ	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Q3FuTI9Qa85Sr7CJoIaU7lv	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Q2veXI9Qa85Sr7CQXYKkA5r	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Q2ua3I9Qa85Sr7C1MAMJnCJ	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Q2FwUI9Qa85Sr7Cd4KZphVc	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Q238uI9Qa85Sr7C2ro0fW6n	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Q1YF5I9Qa85Sr7CsPmiLXjr	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Q190zI9Qa85Sr7CklufR7D9	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PzrqwI9Qa85Sr7CjFLsKnGH	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Py0urI9Qa85Sr7Cv2Ga9wD1	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Px1TZI9Qa85Sr7CeUVZO1a5	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Pv1GtI9Qa85Sr7CtCFiZgyR	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PtdIXI9Qa85Sr7CfR3UCQDi	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Ps72tI9Qa85Sr7CQpCrLBBk	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Ps02vI9Qa85Sr7CTe53VTIv	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PqvyZI9Qa85Sr7CyzZ1Mjhi	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Pqs6fI9Qa85Sr7CFAGjT2Ia	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	past_due
sub_1Pq7YXI9Qa85Sr7CXSZi2yfL	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PpORzI9Qa85Sr7CFVwIKhIC	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PpJQ9I9Qa85Sr7Ca3uLuEVp	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PnoVYI9Qa85Sr7CKS8pVFYD	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Pn8KOI9Qa85Sr7CSWjvBLoC	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Pn5yuI9Qa85Sr7CAM9jyUod	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Pn0H3I9Qa85Sr7CwlTOg7zz	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PllskI9Qa85Sr7Cap2eaZVc	chat-startup-v2	Chat Startup : Monthly	month	499	active
sub_1PlafbI9Qa85Sr7CtHmEO51E	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PlVPPI9Qa85Sr7Cq8df5b9M	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PlDACI9Qa85Sr7CisgJFM99	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Pl94vI9Qa85Sr7CAuqeajG0	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Pl1rDI9Qa85Sr7CcUzrNL2f	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Pkos1I9Qa85Sr7Cm3MY9VCP	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PjRZKI9Qa85Sr7CWAvVeJnZ	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	past_due
sub_1PjQORI9Qa85Sr7CVibzUlU1	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PizscI9Qa85Sr7Cp4BHeoaV	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PioVZI9Qa85Sr7CamX7q3LS	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	past_due
sub_1PilvwI9Qa85Sr7CpSFWNmGA	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PiRFCI9Qa85Sr7CUbIwK25k	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PiI5ZI9Qa85Sr7Cg9Q46cUn	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	past_due
sub_1PiGBJI9Qa85Sr7CnVSdEVkm	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PiDr5I9Qa85Sr7CPHiT9JmO	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Phx6iI9Qa85Sr7C8z0g6vdj	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PhZd1I9Qa85Sr7Cyu1bjEcm	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PgCeDI9Qa85Sr7CPszdhoNc	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PeOPKI9Qa85Sr7CR7JjkdaE	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PeDQXI9Qa85Sr7ClnnaYxoo	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PdXTII9Qa85Sr7CUooe5fiQ	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PdXHkI9Qa85Sr7CyAgxA4EM	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Pd1pgI9Qa85Sr7CqP2cVHRJ	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PcjQFI9Qa85Sr7CR46wmNEA	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PbQlvI9Qa85Sr7CTITyoMO7	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Paz7gI9Qa85Sr7C6BGndBL4	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PahHyI9Qa85Sr7CyewhKt28	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PaHuQI9Qa85Sr7Cw7FgJ3D6	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PaBsQI9Qa85Sr7CE1I1KIoZ	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PZphkI9Qa85Sr7ChReqZklm	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PYooCI9Qa85Sr7CfAGpYIyY	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PYAO2I9Qa85Sr7CkFO0ZsnW	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PXnvwI9Qa85Sr7CW62TLmZc	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PXjW8I9Qa85Sr7CLuWKyV9K	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PWJpxI9Qa85Sr7C1JNfQylV	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PW2ztI9Qa85Sr7CW2hwST81	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	past_due
sub_1PVw7oI9Qa85Sr7C1xTPhO8a	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PVKDNI9Qa85Sr7CysYB8iNA	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PUsjdI9Qa85Sr7CM4vgPrNs	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PTwIaI9Qa85Sr7CwcYXHHKv	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PTbSaI9Qa85Sr7CnGwAbqAU	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PSodyI9Qa85Sr7C8jZ5Uspf	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PR2jVI9Qa85Sr7CKJPY7EJb	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PQRfHI9Qa85Sr7CFhWGyIcj	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PMZWBI9Qa85Sr7CZPRdnXMl	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	past_due
sub_1PMVj3I9Qa85Sr7CdbSBK9tl	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PLunvI9Qa85Sr7CMegytKno	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PK4UfI9Qa85Sr7CYxEi2HtL	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PJhflI9Qa85Sr7Co6lnlREB	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PIyPbI9Qa85Sr7CX4SdWEji	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PGk4sI9Qa85Sr7C8zjpee5P	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PGMHnI9Qa85Sr7CrV4BYEAv	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PAuLgI9Qa85Sr7ChaHuG0nL	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1P9rzEI9Qa85Sr7Cs6CbhMaK	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1P9TEjI9Qa85Sr7CGx3mS9pZ	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1P8QudI9Qa85Sr7CqCptraeS	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1P6qGfI9Qa85Sr7CFFHt3ZhL	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1P5yO1I9Qa85Sr7CqDrCBANp	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1P5taYI9Qa85Sr7CbVeKF3LM	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1P4m8GI9Qa85Sr7CCa24Shvk	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1P3l9YI9Qa85Sr7CpVDlICTK	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1P3fPAI9Qa85Sr7ClcE9DmOW	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	trialing
sub_1Oz7hbI9Qa85Sr7CzwbXLOZJ	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1OyzEBI9Qa85Sr7CXfFLLXLS	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1OyaK5I9Qa85Sr7C63UafvlX	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1OwxRWI9Qa85Sr7CO22PWyyX	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Ovb3KI9Qa85Sr7CUw335ZFp	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1OvOYTI9Qa85Sr7CudhuTcaQ	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Os9KoI9Qa85Sr7Cl723X859	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1OqzzzI9Qa85Sr7CXKwG7tPz	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1OqmUZI9Qa85Sr7C2savQ6Yv	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Oq5x3I9Qa85Sr7CLgm8TC4F	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1OpQ57I9Qa85Sr7CJ8eR7QRV	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1OooXcI9Qa85Sr7CCvuEQeJj	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1OmiVUI9Qa85Sr7C2VV4KyHT	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1OmbTyI9Qa85Sr7CXXGAqunU	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1OmS7CI9Qa85Sr7CgbK3SMyd	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Oj8JJI9Qa85Sr7Ca9aBHZiD	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1Ogj6hI9Qa85Sr7CFbdba06S	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1OdvurI9Qa85Sr7CFihQxQ5Z	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1OZc4HI9Qa85Sr7CpUXJUEbX	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1OXiREI9Qa85Sr7CUjXSND78	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1OX3h6I9Qa85Sr7CWk1My5VY	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1OW9sdI9Qa85Sr7C863AmJ7U	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1OVppQI9Qa85Sr7CguwNnB37	price_1NxwoBI9Qa85Sr7CX1EXxrpB	Chat Start : 10k MAU	month	499	active
sub_1PWjowI9Qa85Sr7CrfCstIgf	price_1PWjo0I9Qa85Sr7CgQakGzyF	Chat Start : 10k MAU	month	399	past_due
sub_1PHPbpI9Qa85Sr7CW1All9k9	price_1PWjo0I9Qa85Sr7CgQakGzyF	Chat Start : 10k MAU	month	399	active
sub_1PbQpDI9Qa85Sr7CjCaRtSL5	v3_growth	Feeds Standard : Monthly	month	269	active
sub_1PW0NPI9Qa85Sr7CvqKGPdm0	v3_growth	Feeds Standard : Monthly	month	269	active
sub_1P9UtEI9Qa85Sr7C4HZ1nsO0	v3_growth	Feeds Standard : Monthly	month	269	active
sub_1P0NpoI9Qa85Sr7CeO0XYmTT	v3_growth	Feeds Standard : Monthly	month	269	unpaid
sub_1Ozwp0I9Qa85Sr7CcUGuttxg	v3_growth	Feeds Standard : Monthly	month	269	active
sub_1Oy2zzI9Qa85Sr7C6UhwBNnu	v3_growth	Feeds Standard : Monthly	month	269	active
sub_1OwICJI9Qa85Sr7CZsL01C47	v3_growth	Feeds Standard : Monthly	month	269	active
sub_1OqiZdI9Qa85Sr7CQ237Bb41	v3_growth	Feeds Standard : Monthly	month	269	active
sub_1OfAbuI9Qa85Sr7CVShZcIRt	v3_growth	Feeds Standard : Monthly	month	269	active
sub_1OeclCI9Qa85Sr7CvtmfCQmJ	v3_growth	Feeds Standard : Monthly	month	269	active
sub_1OZ2ClI9Qa85Sr7Caka7U34M	v3_growth	Feeds Standard : Monthly	month	269	unpaid
sub_1OW9sGI9Qa85Sr7CQ3PndqBd	v3_growth	Feeds Standard : Monthly	month	269	active
sub_1Q3fLVI9Qa85Sr7C1fY2hMTX	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1PwUHAI9Qa85Sr7Cf1iD63R0	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1Pw4mNI9Qa85Sr7Ce5pL8yVd	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1Ps2v2I9Qa85Sr7CHJSqYKIH	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1PgTRFI9Qa85Sr7Cu8yssHzn	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1Pg84iI9Qa85Sr7CYp2SABYy	v3_starter	Feeds Startup : Monthly	month	59	past_due
sub_1PXl56I9Qa85Sr7Cqpc1F27H	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1PT33eI9Qa85Sr7CqhdTW5nm	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1PQXy0I9Qa85Sr7CJRVSIoLQ	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1POaDxI9Qa85Sr7CJcbg6fEa	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1PNHWkI9Qa85Sr7CUAY0xFuG	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1PLondI9Qa85Sr7C0peQTjX7	v3_starter	Feeds Startup : Monthly	month	59	past_due
sub_1PL2YbI9Qa85Sr7C9fASnzII	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1PDQBoI9Qa85Sr7CiGlaJYwU	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1P9hGvI9Qa85Sr7CMAQEKhaY	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1P8osfI9Qa85Sr7CNHGFuOuP	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1P55ivI9Qa85Sr7CykI94D38	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1P4tPTI9Qa85Sr7CrxUw6OtN	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1P1pL3I9Qa85Sr7CBKn9lgw2	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1OueE1I9Qa85Sr7CVfNN5Nev	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1OokDII9Qa85Sr7CrSXqtNpv	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1Ojp0qI9Qa85Sr7CXezPT0Eq	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1OhZsnI9Qa85Sr7CSSiFk50K	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1OejinI9Qa85Sr7CArEZjMcS	v3_starter	Feeds Startup : Monthly	month	59	past_due
sub_1OZu5aI9Qa85Sr7CeeSpAWin	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1OYvziI9Qa85Sr7C5RtrWxLp	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1OVpqQI9Qa85Sr7CHQBSPwZR	v3_starter	Feeds Startup : Monthly	month	59	active
sub_1Q5MbdI9Qa85Sr7CO7biCOaE	video-build	Video Build	month	0	active
sub_1Q4byBI9Qa85Sr7CCkUoK7Tn	video-payg	Video PAYG	month	0	active
sub_1Q3eDLI9Qa85Sr7Chz4pBvFJ	video-payg	Video PAYG	month	0	active
sub_1Q3MTYI9Qa85Sr7Cz2RcOy9s	video-payg	Video PAYG	month	0	active
sub_1Q3BV6I9Qa85Sr7Cl1tL9jIf	video-build	Video Build	month	0	active
sub_1Q1iQuI9Qa85Sr7CrlzZZH7T	video-build	Video Build	month	0	active
sub_1Q0eaBI9Qa85Sr7Cw8G7Z8PZ	video-build	Video Build	month	0	active
sub_1Q0GjbI9Qa85Sr7CpNIWhyfp	video-build	Video Build	month	0	active
sub_1Q0820I9Qa85Sr7CpMB8ATK3	video-payg	Video PAYG	month	0	active
sub_1Py2ZOI9Qa85Sr7CJkOTnMTx	video-payg	Video PAYG	month	0	active
sub_1PxpyfI9Qa85Sr7CdcyOZJ7q	video-build	Video Build	month	0	active
sub_1PxAEOI9Qa85Sr7CPB4XLxlZ	video-payg	Video PAYG	month	0	active
sub_1Px5QnI9Qa85Sr7CCYJcsPIp	video-build	Video Build	month	0	active
sub_1Pw4nAI9Qa85Sr7CLwLNS2k4	video-payg	Video PAYG	month	0	active
sub_1PvI5tI9Qa85Sr7ChRJPYFb1	video-payg	Video PAYG	month	0	active
sub_1Pv3oxI9Qa85Sr7CO3NVXSE5	video-build	Video Build	month	0	active
sub_1PuUnII9Qa85Sr7CLSVpGSMK	video-build	Video Build	month	0	active
sub_1PuLTFI9Qa85Sr7CZ6L8XOJz	video-payg	Video PAYG	month	0	active
sub_1PtHZhI9Qa85Sr7CugFOMZUJ	video-payg	Video PAYG	month	0	active
sub_1Pt5pZI9Qa85Sr7C2ic4Fq63	video-payg	Video PAYG	month	0	active
sub_1PsyRTI9Qa85Sr7CNbREkKlb	video-payg	Video PAYG	month	0	active
sub_1PsjuXI9Qa85Sr7CwDQenwHN	video-payg	Video PAYG	month	0	active
sub_1PsdUGI9Qa85Sr7Cm46XyhvO	video-payg	Video PAYG	month	0	active
sub_1PsNpLI9Qa85Sr7CNc1ditKk	video-payg	Video PAYG	month	0	active
sub_1PrrLrI9Qa85Sr7CITq3TpGp	video-build	Video Build	month	0	active
sub_1PqrA3I9Qa85Sr7CmG3XxBZz	video-payg	Video PAYG	month	0	active
sub_1PqcOeI9Qa85Sr7C9hynOn9o	video-payg	Video PAYG	month	0	active
sub_1PqVThI9Qa85Sr7CJlM6XCSh	video-build	Video Build	month	0	active
sub_1PqJ99I9Qa85Sr7CDVqUBzr9	video-payg	Video PAYG	month	0	active
sub_1PqA4hI9Qa85Sr7CJJB2ZYub	video-build	Video Build	month	0	active
sub_1PpZdII9Qa85Sr7C9oHhoJIm	video-payg	Video PAYG	month	0	active
sub_1PpYLqI9Qa85Sr7CAjQ69Zz1	video-payg	Video PAYG	month	0	active
sub_1Pp0CiI9Qa85Sr7C7rFweWrx	video-build	Video Build	month	0	active
sub_1PoneBI9Qa85Sr7CYSCFU8nI	video-build	Video Build	month	0	active
sub_1PoMe0I9Qa85Sr7CR4Zglzzv	video-build	Video Build	month	0	active
sub_1Po534I9Qa85Sr7CKjGjotXv	video-payg	Video PAYG	month	0	active
sub_1Po1wmI9Qa85Sr7CfTPiyPv4	video-payg	Video PAYG	month	0	active
sub_1PnMC7I9Qa85Sr7CNyY0A0Ur	video-payg	Video PAYG	month	0	active
sub_1PmHxeI9Qa85Sr7CimUXMBUd	video-payg	Video PAYG	month	0	active
sub_1PlLgRI9Qa85Sr7Crce5yRbB	video-payg	Video PAYG	month	0	active
sub_1PkcnOI9Qa85Sr7C72pJFoG0	video-payg	Video PAYG	month	0	active
sub_1Pjjx4I9Qa85Sr7CeC9GJrXb	video-payg	Video PAYG	month	0	active
sub_1PjU6lI9Qa85Sr7CWPKDeqCJ	video-build	Video Build	month	0	active
sub_1PjRMqI9Qa85Sr7C54IsTwID	video-build	Video Build	month	0	active
sub_1PiGaGI9Qa85Sr7C42ILHbQg	video-build	Video Build	month	0	active
sub_1Pi75RI9Qa85Sr7C9MSJpXAV	video-build	Video Build	month	0	active
sub_1Pi5kKI9Qa85Sr7Cy7qeSWX6	video-payg	Video PAYG	month	0	active
sub_1PhbG8I9Qa85Sr7Cu9Lf4E9o	video-payg	Video PAYG	month	0	active
sub_1Ph5lZI9Qa85Sr7CVmRzghBX	video-build	Video Build	month	0	active
